project_id,project_type,region,industry,budget,team_size,duration_months,stakeholder_engagement_score,risk_score,complexity_score,num_issues,prior_success_rate,success
P0426,HR,Asia,Technology,495829.17242691515,45,5,80.19907695241969,40.73872111531965,2.313512656435968,7,0.5087005403063276,1
P0427,Marketing,Asia,Technology,774549.9792962505,36,11,59.64485435084201,34.880985866161595,67.20883352585545,4,0.7317908269562072,0
P0428,Software,South America,Manufacturing,575781.6536128536,19,8,91.0955560752474,30.334738461601148,57.20963532200277,5,0.5090059374079243,0
P0429,HR,South America,Healthcare,476324.373523961,40,21,74.62438095458232,53.02065818110271,47.193624816411685,5,0.44510767121513795,1
P0430,HR,South America,Retail,596611.5611687674,41,21,72.3083666722214,28.715796923198532,24.685796260999574,1,0.6927512255462127,0
P0431,Marketing,South America,Healthcare,637737.3880594404,12,11,62.81067644142782,61.37695218936868,65.14389704456029,8,0.5583116874861467,1
P0432,Research,Africa,Healthcare,489733.0261000377,18,6,70.43163346121497,43.44978359838911,82.20794767714904,6,0.44297885223874034,1
P0433,Software,South America,Technology,679396.4693725556,12,9,64.83518197345005,39.248461179985114,82.46078595262931,4,0.7381821914784386,1
P0434,Research,North America,Finance,435193.42786328384,41,17,97.11385483288461,45.66033477167947,25.056400604383015,7,0.69913960423273,1
P0435,Research,South America,Manufacturing,188432.02193391888,21,22,66.47089135041341,15.342526967087409,98.02241462535216,7,0.20414033939263393,1
P0436,Software,Europe,Manufacturing,481016.066027099,37,8,84.33064834417482,46.566526921504334,81.96969752103638,5,1.0,0
P0437,Infrastructure,South America,Finance,309965.4930610109,40,4,76.5800194383739,79.56279427801063,80.26475774869972,2,0.18653702265527128,0
P0438,Software,South America,Technology,517524.5261258276,22,23,50.71613498865959,49.217507328932946,57.72221614465955,3,1.0,1
P0439,HR,South America,Retail,640939.6057807798,33,12,46.930691093912486,45.50342673327209,79.97340233521744,3,0.5310304466138003,0
P0440,Software,Asia,Technology,343405.4056172101,36,21,78.89248923888982,61.44770464615806,42.78860421154876,5,0.13472768805216045,1
P0441,Marketing,Asia,Retail,577600.594202546,22,10,62.50580014567784,64.72386480204675,36.00502565993785,4,0.5195990767322559,1
P0442,HR,Africa,Healthcare,385093.21963994,11,19,63.08099424252539,50.68018509722155,74.71442622037776,5,0.8281717973403228,1
P0443,Marketing,Asia,Technology,711376.7590403883,21,3,62.688576812350966,46.94999859699376,53.080383381950185,3,0.1857640234839067,1
P0444,Marketing,Europe,Manufacturing,546396.999952451,38,9,72.45230833750296,34.57717286885561,35.53987662127461,5,0.6560248004839271,1
P0445,HR,Asia,Retail,687061.019932084,19,7,83.020978636172,77.93108979495031,36.68290463969157,5,0.5239021834312216,1
P0446,Marketing,Europe,Manufacturing,695810.3639397749,11,22,46.3074187436909,34.7682426992756,53.87972091285182,5,0.5303685206365374,1
P0447,Software,Asia,Healthcare,448259.4011402724,46,15,74.12400349026838,47.52466103586828,78.62277600470469,8,0.5965496614271515,1
P0448,HR,South America,Finance,420661.62464220345,23,18,62.62181961925519,55.60090685394809,6.508657436917183,2,0.2892213991104914,1
P0449,Software,Asia,Healthcare,497566.5323606088,43,10,87.35250671555482,85.88333974605976,67.3806345952826,5,0.544509986323121,1
P0450,Infrastructure,Europe,Retail,604420.4362954352,15,19,69.11097966099489,79.5022472861971,56.131447428375886,7,1.0,0
P0451,Marketing,South America,Finance,740436.5346610453,10,21,69.05719754364483,55.074745935496665,24.13847204175221,2,0.5269634767412531,1
P0452,HR,South America,Healthcare,537243.2377326281,21,16,71.20043436403168,35.811503208130134,58.3392112724202,6,0.3510220561014774,1
P0453,HR,Africa,Technology,783398.3932970819,32,15,80.34846119886917,33.80550328465432,63.75600676085044,7,0.7534958689108261,1
P0454,Infrastructure,Africa,Manufacturing,463394.5957247536,22,14,86.87981958949659,31.724132968329574,17.413458976615544,4,0.6747067366823537,0
P0455,Marketing,Africa,Manufacturing,376327.2041519733,10,6,58.79608459941707,68.28671195296052,38.60147908871721,0,0.5958261473875576,1
P0456,HR,Asia,Manufacturing,505157.2733386903,19,23,68.24854003327636,51.25416747805045,46.94147512197345,5,0.7082710861963059,1
P0457,Marketing,Africa,Finance,533270.3314125846,39,3,75.73482831642492,63.0900589756148,44.036195496375996,6,0.6839767452123411,1
P0458,Research,Europe,Manufacturing,641254.5113458585,26,3,87.64684033546396,39.44070231643724,68.64586688239412,4,0.6179044101521303,0
P0459,Marketing,North America,Manufacturing,378641.2205778316,37,9,42.42320513936062,92.5959428616653,81.20678172134544,9,0.5459217649111517,1
P0460,Marketing,South America,Retail,493940.57731003466,25,7,51.19466124305868,74.32919555798235,12.147837036054739,3,0.7460567638613929,1
P0461,Software,Asia,Finance,329453.08193745185,32,16,73.77388703152945,48.48980054866385,80.01865358391336,9,0.650863125310742,1
P0462,Infrastructure,South America,Healthcare,710856.957652374,33,11,77.26331161520262,66.23411143226531,66.63836895415774,7,0.3997370691604066,0
P0463,HR,Asia,Retail,426896.3951024051,24,20,54.6180448823327,58.253300463636435,65.75395214023435,8,0.763947943451619,0
P0464,Marketing,Asia,Retail,472546.3425288433,5,5,61.06047542097651,49.987872982554165,57.92246206056391,6,0.5221001115472721,1
P0465,HR,North America,Healthcare,462545.8741299809,12,8,64.47325186950958,74.03863339079086,60.17576885264144,2,0.51555801487644,0
P0466,Infrastructure,Africa,Finance,559860.7532869539,39,13,70.53233920803251,62.81632823562204,61.597018904126884,7,0.6918466888620998,1
P0467,Infrastructure,South America,Retail,443654.95089239895,48,14,50.427746643505756,13.592039038563286,83.75282278717813,4,0.20709279237941502,1
P0468,Research,Asia,Healthcare,486117.52218656876,23,12,70.4498439321628,100.0,76.04813971963874,1,1.0,1
P0469,Marketing,Africa,Manufacturing,461445.9981120169,32,21,83.96914000004384,38.43773082568713,54.83982927604782,4,0.6023873560362776,1
P0470,Marketing,South America,Manufacturing,331824.6019426838,45,12,34.98965712098544,75.09272695541912,71.24959846633189,11,0.6883602255492146,0
P0471,HR,Europe,Manufacturing,648643.7280553492,16,21,65.46953465825855,23.00148724277454,50.89602190367682,4,0.16041731088519778,0
P0472,Research,Europe,Finance,470866.8628302745,32,5,55.047135570509674,17.98525688110915,21.839041188608405,3,0.6461394636668869,1
P0473,Software,South America,Technology,318623.47731760226,42,18,61.2212917304786,39.29926671216806,66.55309583973384,4,0.7780835047990541,0
P0474,Marketing,South America,Retail,384937.0869105436,44,16,65.241848462251,31.972605703155086,51.86662561923113,7,0.7429061382104337,1
P0475,Infrastructure,South America,Manufacturing,344939.62991566607,22,3,65.88032727157243,59.3217387094685,47.932943802099516,5,0.6235363519403552,1
P0476,HR,Asia,Manufacturing,694998.1058393201,40,9,84.40457752130001,13.229627534558588,77.96234648244695,3,0.526443094685789,1
P0477,HR,Africa,Finance,400669.79493134405,31,8,71.88994231455264,63.81850584260017,60.35939014437741,4,0.8233362550135045,1
P0478,Software,Europe,Manufacturing,534508.3417318251,22,23,71.8520847176281,50.83655541006976,45.652586102591144,7,0.28626496231428183,0
P0479,Research,Asia,Retail,734038.3294296396,33,20,40.7259563067567,44.46221288462393,46.56558421483845,4,0.7990580799044062,0
P0480,Research,North America,Manufacturing,457462.8316787696,38,14,62.51573314411123,65.70370164620752,24.446380752595978,7,0.8693143325220591,1
P0481,Infrastructure,Europe,Healthcare,462718.19457308354,36,14,73.46413116110033,90.97416515397701,27.49015459600335,4,0.9243295191902643,1
P0482,Research,Asia,Manufacturing,742368.2226722508,10,8,61.55593805749744,82.10711924723613,84.4787268847578,4,0.8007381422224005,0
P0483,HR,Asia,Retail,255540.02521307068,33,4,78.34463518054739,11.818872992977305,75.39130287562014,7,0.6059988477386352,0
P0484,HR,North America,Technology,788131.1628815413,19,3,77.99212429685156,20.307289590303967,46.58601857705043,5,0.7539673643670043,1
P0485,Research,South America,Technology,273231.92810465966,8,18,78.02456008545654,39.25589797294971,84.78022268830556,2,0.7657110457395778,0
P0486,Software,North America,Finance,490234.9191867044,27,3,100.0,32.450319556887365,31.85825610431966,1,0.5559963944680651,1
P0487,Software,Asia,Healthcare,594983.796517264,27,6,64.18555251005131,53.50490388065121,21.3675204564625,5,0.4192288916095327,0
P0488,Research,Europe,Retail,700403.9722048983,26,15,41.87664104068406,45.786601463896744,38.308178354608145,8,0.7041292849458135,0
P0489,Marketing,Africa,Manufacturing,385740.193477802,10,4,78.4102056022271,56.16861734377889,56.79101886379355,4,0.7961265030219867,0
P0490,Research,North America,Finance,653545.5302733383,49,20,82.8330992387969,42.40219385503734,91.96643858308208,5,0.7950676362208737,1
P0491,Research,South America,Finance,677969.1555995487,32,5,41.6286416222514,45.98159124398876,55.16107199709703,8,0.6238242195835781,1
P0492,Research,Asia,Technology,487715.84306412603,43,15,84.8678666939,62.56339718137912,92.39830574653112,7,0.5757702349725973,0
P0493,Marketing,Europe,Manufacturing,856856.5387095655,14,20,82.61891029490818,58.73430496337756,38.33532052211631,5,0.8240525841101123,1
P0494,Research,Asia,Retail,524097.4910529675,41,4,79.9339447323943,54.902285687452355,74.53588092803608,7,0.7376410612905765,1
P0495,Marketing,North America,Retail,652085.8722822431,19,21,100.0,42.09106922419453,51.7464095810285,8,0.5864482871306768,1
P0496,Research,South America,Technology,104072.71262976783,19,9,72.54800590593803,0.0,66.4996914915349,5,0.8507100332994736,1
P0497,Marketing,Asia,Retail,580317.3192627875,8,3,100.0,67.23449280100934,48.8596906368374,5,0.6469352807388052,1
P0498,Marketing,Europe,Technology,556532.7054948399,36,23,54.37279947993103,45.21283379874501,59.156221676608446,4,0.4796329789243727,1
P0499,Marketing,South America,Manufacturing,597245.9064051816,33,17,75.60149759141188,62.08265221148068,74.41982144905931,6,0.7087068454931826,0
P0500,HR,Africa,Healthcare,348829.65026022436,9,9,53.247010421005825,27.641447839265204,90.78394400349815,4,0.5698126766312014,0
P0501,Software,Europe,Finance,605341.4641327368,48,12,92.05648454518807,74.46155957293065,70.48056294406923,6,0.42660585003439633,1
P0502,Software,Africa,Technology,423117.9380515594,36,4,67.1896460022294,35.12567829411004,70.28291652812092,5,0.8900174084351504,0
P0503,Infrastructure,Asia,Healthcare,496834.8234811538,21,18,74.11379407833178,34.806539644948934,73.27292694065683,7,0.6417707085068663,1
P0504,Marketing,South America,Retail,488910.5124897794,7,18,85.28036275636612,57.48882448903664,78.02413560984616,4,0.5367834077754053,0
P0505,Software,Europe,Technology,517990.383540926,25,21,55.10318764269429,60.87659412806477,70.65297752963728,5,0.5923191328661825,1
P0506,Marketing,Asia,Healthcare,619620.1539811736,11,22,92.44174550599931,53.33934558215709,64.04780914618267,4,0.6496647289716377,1
P0507,Marketing,North America,Manufacturing,435752.2613303366,46,5,69.84302306420906,60.27270067730304,24.668025611721013,3,0.31894362254902203,1
P0508,Software,North America,Manufacturing,432350.8974456036,33,18,74.40924081914743,53.18354231845162,46.08561751065829,8,0.7552457009448212,1
P0509,Infrastructure,Africa,Healthcare,468049.07576069783,15,19,79.30908632198955,60.21557053299624,28.18677595358292,4,0.5292192489973914,0
P0510,HR,South America,Finance,338196.6798574163,18,22,72.7743220327065,55.44534197605146,64.11218624285931,3,0.7950788841330324,1
P0511,Software,Europe,Healthcare,405001.35769434774,8,6,99.68767376670735,16.72527066115976,54.159866475905645,6,0.49771550400431575,1
P0512,HR,Asia,Finance,416180.62716725643,7,12,65.318921019209,95.40989120522441,61.07663103734899,6,0.5869171083729112,0
P0513,Marketing,Europe,Manufacturing,594450.5256577687,19,9,70.95394423816442,36.87064727348231,62.62110399454806,5,0.3312595230422624,1
P0514,Research,Europe,Retail,591644.6516369964,31,23,72.3039870288125,38.691077361851534,16.4609805541211,5,0.456209164228947,1
P0515,Marketing,North America,Finance,513196.03206937533,23,6,63.39588044723795,24.289909539441954,33.948450420929255,3,0.59340193943455,0
P0516,Software,Asia,Technology,619238.4670813339,6,7,90.23702657670144,88.57687928043512,60.93056931867417,5,0.8308272473056046,0
P0517,Software,Asia,Healthcare,597069.3635213517,26,12,54.79222154581072,69.44887995836021,77.4557482893922,2,0.37148094610254734,1
P0518,Infrastructure,Europe,Manufacturing,446239.4636730667,26,10,51.62500167009924,36.64061323857729,99.49601599306686,5,0.6086952602069797,0
P0519,Infrastructure,Africa,Finance,596566.3071406898,43,10,78.429109247652,29.215596720184678,76.35963088907722,8,0.5651271759495688,0
P0520,Marketing,Asia,Technology,649144.8240031435,8,15,73.82096706070314,27.462367077356696,80.69619686776173,9,0.34963140811504545,1
P0521,Marketing,North America,Retail,303054.7205079091,27,3,75.90962838796604,40.1138879742729,46.6674276864271,6,0.27874864231960833,1
P0522,Software,North America,Healthcare,644799.000074169,23,8,80.56504314781118,32.52662216154748,90.88884197748531,4,0.18632485691379352,1
P0523,Software,South America,Finance,493333.5542208065,36,16,78.1877574675039,38.856111141225554,53.574726614798486,6,0.3376135690231842,1
P0524,Research,South America,Technology,500694.9222055816,20,16,83.23039811062824,26.98632837416448,59.99854296175047,4,0.6393654443958436,0
P0525,HR,Africa,Healthcare,649152.7279723135,9,10,83.5340709991518,38.7841106152005,49.43877773948525,3,0.7407931610257253,1
P0526,Marketing,Africa,Finance,654748.0661862763,12,8,48.866213459642125,27.37188779729925,77.74764728282267,3,0.5609116252414231,1
P0527,Marketing,Europe,Manufacturing,539812.8997769984,23,12,70.61702975818191,60.854623290887645,63.46031125695276,0,0.7766073557061761,0
P0528,Marketing,Asia,Retail,392890.23230267316,23,9,87.6762897634558,94.02781424575869,18.75643790503706,9,0.6021866026486379,1
P0529,Software,South America,Retail,426044.4991059402,13,22,71.35422006629015,65.07387799108022,62.58987305792189,5,0.7283418490382654,0
P0530,Infrastructure,Africa,Manufacturing,471523.25837504514,36,12,70.9821050165095,56.50777627105277,69.28198401133206,2,0.8632535102999936,0
P0531,Marketing,Africa,Manufacturing,528833.4020820957,20,3,84.71783241733658,30.455246225704784,94.76794388098821,4,0.5419117035977701,0
P0532,Marketing,Europe,Manufacturing,580142.0547425192,5,23,84.34838089636531,42.27774447827717,80.3044178362861,5,0.5884326775244813,1
P0533,HR,Africa,Retail,635563.64317059,10,22,39.620369603356764,22.585968340541307,83.8965798925411,3,0.7252027208791343,1
P0534,Research,Africa,Finance,712296.6428629434,28,4,63.77924442424535,75.04798759257517,65.79611483996787,6,0.3090669178024913,1
P0535,Infrastructure,Asia,Manufacturing,617273.1816448184,17,11,79.90143190795568,59.41580887933941,52.72760885734057,9,0.5816578634259739,1
P0536,Marketing,North America,Healthcare,247865.7375880264,25,19,62.50240603897504,81.85928192054763,89.30421006962762,7,0.469868675732761,1
P0537,HR,Africa,Finance,477357.0572380093,8,4,57.253433251140265,0.0,70.89164801587256,4,0.8547330108260875,0
P0538,HR,North America,Manufacturing,579377.5369425388,28,8,75.99371612118398,76.80168465361017,44.48223109410417,4,0.7308047721125741,1
P0539,Infrastructure,Africa,Technology,675599.2443976491,32,9,45.171629317158505,52.46888691572279,70.33901377125846,4,0.7199502276984839,1
P0540,Research,North America,Finance,568173.3271374969,41,10,58.45316199676232,72.18097271873414,77.08753930214421,7,0.7563543328604242,1
P0541,Marketing,Europe,Technology,317152.78836557496,42,23,97.3939212555864,44.50712501267405,50.85562921361608,1,0.4621776404556419,0
P0542,Research,Asia,Finance,567110.7175303726,6,15,70.06549297605778,36.90248052084418,39.75156002314784,4,0.7818652096041345,1
P0543,HR,Asia,Manufacturing,619428.5450377769,17,22,74.34074507503108,43.569743831670195,97.48552181211971,3,0.9472231899790065,1
P0544,Infrastructure,Asia,Retail,697218.2737278526,17,22,86.74201433107183,69.51646674577127,60.177154073377906,7,0.8704078731948652,1
P0545,Software,Europe,Manufacturing,382978.4177918342,44,9,81.0290396496248,41.960270177277295,38.73433980459013,6,0.6159830527480075,0
P0546,Software,South America,Manufacturing,794980.4642397965,38,3,77.003761551856,97.05170157914006,28.51341491534174,2,0.761418294745769,0
P0547,Marketing,Africa,Manufacturing,548713.7359300313,17,4,78.70851530553422,56.3653107512041,81.91172000548619,5,0.7736888621191863,1
P0548,Infrastructure,Africa,Retail,746614.5166778691,18,20,49.78319537181236,73.0407739662746,61.24102697645989,4,0.524522696507558,1
P0549,Marketing,North America,Finance,529694.9149960332,43,20,88.52318526079506,2.297726026139273,48.69482521579193,5,0.3716116361677376,1
P0550,Marketing,Africa,Healthcare,453144.27287280234,42,10,98.96504422046175,7.078897865634779,34.119038913622035,4,0.34218562127411223,1
P0551,Software,South America,Healthcare,460937.0700271192,47,22,75.55897620970318,69.06352508658708,75.7815040279982,3,0.38391853414429966,1
P0552,Software,Asia,Retail,533758.6827886909,42,17,70.91743851776373,53.66025856622964,40.169459177907356,6,0.9620605220008325,0
P0553,HR,North America,Manufacturing,281434.8766521393,12,17,47.55356938816312,78.41236585548016,57.5113843171238,6,0.20306241171081796,1
P0554,Software,South America,Healthcare,599063.1403911967,6,16,67.78959797865568,73.07005699563088,83.2514733637568,5,0.503885117359505,1
P0555,Infrastructure,Asia,Retail,495981.62383351417,32,22,97.25043888259056,52.476799861429825,49.22061665772034,11,0.7604524614893499,1
P0556,Infrastructure,Africa,Technology,534650.8897595727,32,8,92.15666624322381,45.949540050618346,63.49062816688969,8,0.6562384035820551,1
P0557,Research,Africa,Finance,534509.0606575101,18,16,49.80788916129691,77.88045191886735,52.457387924448625,5,0.28493564143250355,1
P0558,Marketing,South America,Finance,424336.5975054246,24,8,47.20160800571523,75.317208752641,56.57884983281414,3,1.0,1
P0559,Research,Asia,Finance,387019.4327613544,42,10,68.29611757447053,55.25005781703668,44.31672283280334,4,0.8322415343516056,1
P0560,Research,Africa,Manufacturing,508070.06550129375,19,14,76.91363496538031,49.96342482311799,62.79964192642707,8,0.5372542553880304,0
P0561,Research,South America,Retail,707862.163892693,25,10,69.80785415500965,30.03063346556112,26.671616205043534,7,0.6548181656341309,1
P0562,Software,South America,Retail,381944.55816000514,28,6,55.3260152610064,60.82386014600861,77.82141081820984,3,1.0,1
P0563,Software,Africa,Manufacturing,598050.3352421118,8,7,76.9732009133937,62.74963209672634,53.341813400266425,8,0.6363483793454143,1
P0564,Marketing,Asia,Finance,459100.9339662625,29,20,100.0,18.741164597785268,74.50207283833025,4,0.3602947852317573,1
P0565,HR,Africa,Finance,502288.6902351138,7,17,64.52879093100476,48.21266672526393,47.482989345777916,7,0.43131178466865505,1
P0566,HR,North America,Technology,521562.29013489356,22,12,90.18294780327848,81.5313952264378,74.96977476969323,6,0.6108931089660377,1
P0567,Software,Africa,Finance,546893.0458468744,29,19,82.82559524076476,37.32820969012374,21.87526759821239,10,0.6917109948037843,1
P0568,HR,Africa,Retail,667495.1203514214,22,22,73.5041053648025,69.41004989072432,47.02855140609133,1,0.6199839695449801,0
P0569,Research,Asia,Manufacturing,421584.00804780563,7,23,56.33528325924644,41.778367646430326,74.76387918516542,6,0.567985102678339,1
P0570,Software,South America,Finance,164776.64269411325,26,18,83.61771628010992,34.44285483582772,35.314490317443976,3,1.0,0
P0571,Research,North America,Manufacturing,497795.93704616604,21,22,73.90257835504681,10.201074603577503,66.6475366703922,4,0.34676179607743474,1
P0572,HR,Asia,Manufacturing,583740.4016552432,40,10,55.30467191029402,38.71420294561962,48.14594354085787,10,0.3669599425893528,1
P0573,Research,South America,Manufacturing,472356.6497250932,8,16,66.91240210117984,66.54204763526681,29.83971254734343,9,0.3168173740926243,0
P0574,Software,Asia,Finance,405161.57476113195,33,3,77.5568399833361,63.52714095349817,59.24625758515524,7,0.6467730202018493,1
P0575,Research,South America,Manufacturing,239196.4056531283,30,16,74.73833105056801,37.45814350455408,59.18164929609862,4,0.7634073372518382,1
P0576,Software,Asia,Retail,439875.6489075581,24,14,93.76877897156042,38.03441331604304,42.6246491085418,6,0.7628933465497013,1
P0577,Infrastructure,Asia,Retail,764250.5348205316,29,6,67.4307501330372,45.26925233262929,33.769017242026365,4,1.0,1
P0578,Marketing,North America,Healthcare,616794.1046963236,5,12,53.16617531810647,70.14608714946525,60.46770429317015,5,0.797721758699835,0
P0579,Marketing,Europe,Finance,491267.41230689734,28,13,87.38902807716555,49.477546557441904,36.594611977566004,4,0.5242667427944098,1
P0580,Infrastructure,Europe,Healthcare,357017.9021180057,21,23,84.92831026030068,49.769347176105356,23.42474353689412,4,0.4304146593032435,0
P0581,HR,North America,Healthcare,734428.3588463878,35,14,69.63153689485173,43.50734291278246,70.97399799721339,5,0.20136171742168946,1
P0582,Infrastructure,Europe,Finance,672354.2094497441,9,10,60.6466141705129,46.85797540020983,56.44745924753403,4,0.8020758626566526,1
P0583,Infrastructure,Europe,Manufacturing,422981.12579657417,7,4,57.076099061698805,35.970119178612265,81.70819177741012,5,0.7927223621725761,0
P0584,Research,Europe,Technology,509117.8058751954,8,11,98.8942878228309,18.92705913260118,62.780829542267725,3,0.6151253556780807,0
P0585,HR,South America,Healthcare,693843.792302213,9,22,63.62809538813908,57.82129000431617,43.75335730061306,7,0.6501119013860185,1
P0586,Marketing,Europe,Finance,551041.3794127781,14,20,58.665713142886915,4.8841733781050465,68.62019384260154,3,0.5468159851608896,1
P0587,Research,Asia,Manufacturing,481472.55933626863,39,22,57.912845624721015,23.237298197820383,51.22980772540476,6,0.7722169612407622,1
P0588,Research,North America,Finance,442372.75014395366,28,17,58.567998272288534,77.05479789322192,68.2843516990167,6,0.6437436532282975,0
P0589,Research,South America,Healthcare,421402.5975053024,6,20,100.0,49.78318464880351,54.4037554004073,5,0.26958994647886747,0
P0590,Infrastructure,Africa,Manufacturing,490725.5115848479,49,12,87.2549023386751,34.46182142215257,37.322970000308686,10,0.8359495212830887,1
P0591,HR,Asia,Retail,169562.9970191422,34,20,66.69151089599029,86.8007324620335,77.97099000682434,6,0.6136644259879634,1
P0592,Infrastructure,South America,Finance,232009.5390953452,34,10,78.19899637883614,18.602581821996797,69.09829502160045,4,0.6999356614491986,0
P0593,HR,Asia,Technology,331381.721170884,46,21,71.53812159726283,43.43118525342372,57.282172289496394,11,0.5679915596538626,0
P0594,Infrastructure,South America,Manufacturing,529245.1828760832,6,6,63.92554508031113,47.923750311940665,36.39079029535836,2,0.7696596358609735,0
P0595,Research,South America,Manufacturing,558662.0524499802,45,4,91.69947114702595,11.75256018105577,52.12940940031937,7,0.36798340754617953,1
P0596,HR,Europe,Finance,453573.5171109156,42,17,72.88006355453015,47.23329435967244,52.45153197739341,5,0.6585657687173366,1
P0597,Software,Africa,Technology,547860.2487727422,49,6,26.31798430931326,81.10828690777166,56.56342455108521,6,0.7159671133189225,1
P0598,HR,Asia,Manufacturing,592862.4754082016,10,8,64.3673652904075,33.074412851818664,25.94351785724752,4,0.3547905207820704,0
P0599,Software,Africa,Retail,715228.4569440302,25,13,50.61436818842211,65.51955132812321,70.28952141063499,7,0.5010019602183868,0
P0600,Infrastructure,Europe,Manufacturing,601894.0729973523,41,19,59.34795089743927,7.706128018525291,51.52197855334808,4,0.8383862472430146,1
P0601,Marketing,Africa,Healthcare,688429.6159120523,27,17,87.81570076207683,6.111922252476454,59.56533014143212,3,0.9651074076047976,1
P0602,Research,Europe,Healthcare,239855.3185795003,15,18,88.9707151089535,44.63262401725238,61.62582850084962,8,0.8485602164119885,1
P0603,Research,Africa,Finance,543560.2434452772,15,7,50.358062202362596,64.13010927094506,59.61755640292585,7,0.5859552758850748,1
P0604,Research,Europe,Healthcare,615382.5039342709,49,19,62.24910935666469,87.38133007356521,44.914037347857146,3,0.6415721002134162,1
P0605,Infrastructure,Africa,Technology,264643.3578038549,5,9,57.61282629634441,54.2741258867648,84.49672117405817,2,0.9954253041042116,1
P0606,HR,North America,Manufacturing,693564.5195441776,17,8,51.99080231076512,6.871092459899344,52.57485258659212,8,0.7653778439633417,1
P0607,Marketing,North America,Technology,331520.74236869335,19,6,100.0,56.19063860608476,74.03420115954185,4,0.40467593682728875,1
P0608,HR,Africa,Technology,681371.9429135318,24,8,75.96887270072999,24.93387753601037,72.07070518380856,2,0.3326780846102037,0
P0609,Infrastructure,Africa,Technology,433597.4156853785,45,11,79.53379531448192,57.56424325287786,43.054614462624116,4,0.5267316645724485,1
P0610,HR,Europe,Technology,351720.6488201149,31,19,100.0,60.168022416641506,67.67398108421652,2,0.7839739836706179,1
P0611,Software,Asia,Finance,387397.85194225167,30,10,77.71565704920785,55.992521438556196,37.28130156875446,8,0.6633508235234729,0
P0612,Infrastructure,North America,Manufacturing,600059.8209092531,12,17,46.82415388890347,46.906849227505866,58.797379539838964,1,0.7212346612870406,0
P0613,Software,North America,Retail,445029.0128119899,20,8,62.93954437299748,47.85740730318136,45.83582004892962,3,0.7423220447309175,1
P0614,Marketing,North America,Healthcare,740161.1459246589,5,6,83.37760869392218,23.74213531767441,100.0,7,0.4172162889858603,1
P0615,Software,Europe,Finance,675511.5594544447,41,7,65.92662544309248,69.91691850420598,59.42318138641769,6,0.7541459827027547,1
P0616,Research,Africa,Technology,344659.39159319084,10,4,83.2158833808615,53.38536715831146,44.947882794681604,6,0.6213020681093773,0
P0617,Infrastructure,South America,Retail,626359.0535285522,7,15,100.0,79.82202131439752,50.463664289174105,5,0.3419609927319982,1
P0618,Research,Europe,Retail,445426.14116781513,32,11,77.68441465756388,56.30336407596841,56.77560297502366,6,0.6324878516888137,1
P0619,HR,North America,Manufacturing,638446.6347710646,19,6,62.19054090156551,71.72617508872705,18.20900613765253,4,0.5785242763179909,0
P0620,Software,Europe,Retail,534995.3159846566,16,21,91.81908308603295,19.604223932960156,46.55649617499906,8,0.3474270492543644,1
P0621,Infrastructure,Europe,Technology,323587.68913515285,7,9,64.42067987640507,61.158125950785276,71.3051144701283,8,0.6979838814578958,1
P0622,Infrastructure,South America,Retail,458613.4681396954,46,6,55.543591024367245,63.350866226116295,100.0,4,0.22586288317638126,0
P0623,HR,Asia,Manufacturing,590827.0476686248,43,11,70.96611283647913,61.40972172159381,79.88829056415169,7,0.5613835851986775,0
P0624,HR,Europe,Technology,311909.2188149492,25,16,75.66177563138615,41.41925503814669,25.904281884197708,3,0.731726390558102,0
P0625,Marketing,South America,Healthcare,566597.8732340795,35,7,65.79237123063295,77.95688614062996,83.82346089880191,4,0.5420165828272274,1
P0626,Research,South America,Technology,335198.0939848423,19,8,70.66854416333908,26.9306559762777,91.35104440209862,7,0.76132862334455,1
P0627,HR,North America,Technology,372720.601853185,36,10,45.820119972878075,59.17795640396548,86.23885245864113,6,0.6873967288654207,0
P0628,Infrastructure,North America,Finance,749628.8082175849,28,12,62.859061633332,44.46497938443493,45.0031415458363,1,0.5004512749154331,1
P0629,Infrastructure,Africa,Manufacturing,405051.5802177368,21,12,68.49409017299678,76.74868215830836,56.243256007698626,5,0.8186718065794557,0
P0630,Marketing,Africa,Finance,548621.1456306541,21,18,77.52691262408284,68.77914356469702,29.404518397813277,3,0.2463886561651205,0
P0631,Software,Europe,Manufacturing,365910.75154986256,48,7,87.96162064824502,79.370045437708,67.63449489693653,6,0.5972993510814046,1
P0632,Infrastructure,Africa,Manufacturing,395652.63116983743,37,4,72.28987570075192,97.76893633093681,88.87227614255791,4,0.478240684029005,0
P0633,Research,Asia,Manufacturing,763803.9255432296,31,12,97.41162911670693,37.78876601141236,52.22741672621404,11,0.6678726725132408,1
P0634,Research,Africa,Finance,601832.7214478673,20,20,71.94147407573169,37.68238704154038,55.03727342424825,7,0.7219457956290779,0
P0635,Marketing,Africa,Healthcare,386029.6802018337,12,17,59.34976835662672,35.19148038625747,52.28952591112776,11,0.8197628141354404,1
P0636,Marketing,Asia,Technology,735395.0998292215,15,12,65.4190405502975,35.68704871700085,79.14839895651046,6,0.8070253641349918,1
P0637,Research,Europe,Retail,283172.2778382015,40,18,75.4287140609579,88.17987700464771,29.232447333363737,4,0.6998338245635669,1
P0638,Infrastructure,Europe,Healthcare,509825.49021790153,30,9,82.4156976037413,77.93520354796982,68.89936630752352,2,0.7857850121283693,0
